,title,vote,genre,country,time,grade,poster_path,actor_1,actor_2,actor_3,year,month,day,content
691,클라우스,관람객 평점 없음,"['애니메이션', '코미디', '가족']",스페인,96분,전체 관람가,https://movie-phinf.pstatic.net/20201113_247/1605253805661dLnPR_JPEG/movie_image.jpg?type=m203_290_2,제이슨 슈왈츠먼, J.K. 시몬스, 라시다 존스,2019,11,15,"편지 6천 통을 배달하라고요? 소통은커녕 싸움만 일삼는 마을에서요? 불가능해 보이는 임무에 좌절한 우체부. 그냥 포기하려던 차, 장난감 장인을 만나 아이디어가 떠오른다. 아이들에게 장난감을 줄 테니 편지를 쓰라고 하는 거야!"
695,오타쿠에게 사랑은 어려워,관람객 평점 없음,"['멜로/로맨스', '코미디']",일본,114분,12세 관람가,https://movie-phinf.pstatic.net/20201007_106/1602049626929Xw5Y6_JPEG/movie_image.jpg?type=m203_290_2,타카하타 미츠키, 야마자키 켄토, 나나오,2020,10,16,"평범한 회사원 나루미는 이직한 회사에서 소꿉친구 히로타카와 재회한다.', 잘생기고 일도 잘하는 히로타카는 사실 중증 게임 오타쿠이고,', 나루미 역시 애니메이션에 푹 빠진 오타쿠!', 오타쿠인 것을 숨겨온 나루미는 히로타카 앞에서만 본 모습을 드러내고', 히로타카의 제안으로 둘은 아슬아슬한 초보 연애를 시작한다.', 그러나 연애 부적합자인 오타쿠들의 연애는 생각보다 쉽지 않은데…."
704,더 나이트,관람객 평점 없음,"['공포', '스릴러']",미국,105분,15세 관람가,https://movie-phinf.pstatic.net/20210625_188/1624598673307SxNw9_JPEG/movie_image.jpg?type=m203_290_2,샤하브 호세이니,,,2021,07,21,"친구들과의 부부 동반 모임을 끝낸 후,', 술 한잔 걸친 바박은 면허가 정지된 아내 네다의 운전을 만류하고', 아내와 한 살배기 딸을 태우고 직접 운전대를 잡고 길을 나선다.', ', 어두운 길을 따라 운전하던 바박은', 2시간째 길을 헤매게 되고 심지어 사고를 낼 뻔하게 되자', 네다는 호텔에서 하룻밤 묵자고 한다.', ', 가까운 호텔에 체크인하고 피곤한 몸을 뉘인 세 사람,', 하지만 누군가 문을 두드리고', 눈으로 보고도 믿지 못할 기이한 현상들이 발생하는데..!', ', 벗어날 수 없는 어둠, 호텔을 빠져나갈 수 있는 방법은 단 하나!', “진실을 말하면 아침이 올 것이다”"
705,오 마이 지저스,관람객 평점 없음,['코미디'],미국,92분,전체 관람가,https://movie-phinf.pstatic.net/20210205_220/1612501122351TTjWP_JPEG/movie_image.jpg?type=m203_290_2,루크 바넷, 태너 토마슨,,2021,03,,"흑인 목사 가족에게 입양된 루크와 그의 절친 태너.하루하루를 대충 연명하던 두 사람은어느 날, 루크의 아버지로부터 사우스캐롤라이나의 한 교회에서 영화를 제작해 대박을 터뜨렸다는 이야기를 듣는다.그리고 만들면 무조건 돈이 된다는 기독교 영화를 이용해 180도 인생 전환의 계획을 세우는데..."
708,마피아 Inc,관람객 평점 없음,"['범죄', '드라마']",캐나다,143분,청소년 관람불가,https://movie-phinf.pstatic.net/20210304_45/1614838745037k1xcs_JPEG/movie_image.jpg?type=m203_290_2,마크 앙드레 그롱당, 세르지오 카스텔리토, 길버트 시코트,2021,03,18,"실화바탕 베스트셀러 원작, 야망과 탐욕, 폭력과 사랑, 음모와 배신의 대서사 액션 걸작', 마약 밀매, 돈 세탁, 정경 유착 등을 통해 막대한 부를 축적한 마피아 파테르노 패밀리의 대부 프랭크. 빈센트는 그의 신임을 얻기 위해 잔혹한 작전을 설계한다. 이 사건은 3대째 내려온 두 집안의 관계에 피바람이 불게 만든다"
712,부니베어: 원시시대 대모험,관람객 평점 없음,['애니메이션'],중국,90분,전체 관람가,https://movie-phinf.pstatic.net/20201006_289/1601966064712KsPVs_JPEG/movie_image.jpg?type=m203_290_2,장위, 장병군, 담소,2020,10,22,"빅과 브라이어, 브램블은 나비를 쫓아가다가 우연히 원시시대로 시간 여행을 하게 된다.그곳에서 원시인들과 동물들에게 쫓기던 이들은 겁쟁이 꼬마 늑대 페페와 만나면서 상상 할 수 없는 모험을 펼친다.과연 곰돌이 형제와 친구들은 다시 힘을 합쳐 원래 살던 곳으로 무사히 돌아갈 수 있을까?"
713,볼리션: 미래를 보는 자,관람객 평점 없음,['SF'],캐나다,91분,15세 관람가,https://movie-phinf.pstatic.net/20210325_102/16166336051470KTIM_JPEG/movie_image.jpg?type=m203_290_2,애드리언 맥모랜, 마그다 아파노위즈, 존 카시니,2021,03,31,"짧지만 스치듯 미래를 볼 수 있는 ‘제임스’.', ', 갱단은 제임스에게 그의 능력을 이용하여', FBI의 감시를 피해 보석을 거래할 방법을 의뢰한다.', 보석이 거래될 장면을 보려던 제임스는', 거래 도중 자신의 죽음을 목격하게 된다.', ', 벗어날 수 없는 운명이라 생각했던 미래의 장면과 달리', 자신이 아닌 연인이 죽게 되고,', 그녀를 살리기 위해 시간 이동을 하지만', 되돌아 갈수록 스스로가 남긴 사건들로 인해', 일이 점점 꼬여만 가는데…', ', 과연 그는 자신의 의지로', 운명을 바꿀 수 있을까?"
714,쉬 네버 다이,관람객 평점 없음,"['액션', '스릴러']",캐나다,89분,청소년 관람불가,https://movie-phinf.pstatic.net/20200326_80/1585200124699tvCgx_JPEG/movie_image.jpg?type=m203_290_2,오루니키 아델리이, 피터 맥닐,,2020,04,02,"불멸의 삶을 살고 있는 외톨이 ‘레이시’는', 끝없는 굶주림을 채우기 위해', 오늘도 ‘먹이’를 찾아 나선다.', ', 잔인한 살육이 시작될수록 ', 스스로를 파멸로 몰아가게 되고,', 악마보다 더 악마 같은 인간들 사이에서', 그녀는 누군가 죽어야만 끝이 나는 죽음의 거래를 시작하게 되는데…"
716,뉴클리어: 원전 2020,관람객 평점 없음,['드라마'],영국,92분,15세 관람가,https://movie-phinf.pstatic.net/20200921_272/1600653041115xrJUI_JPEG/movie_image.jpg?type=m203_290_2,조지 맥케이, 에밀리아 존스, 시에나 길로리,2020,10,09,가정폭력으로 고통받던 엠마와 엄마. 결국 그들은 오빠의 폭력을 피해 근처의 빈 집으로 피신을 하게 된다. 알고 보니 집은 버려진 원자력 발전소의 바로 옆. 그리고 그곳에서 엠마가 만나게 된 의문의 소년. 이곳에서 아무도 예비하지 못한 비극이 밝혀진다.
719,올리버 색스: 그의 생애,관람객 평점 없음,['다큐멘터리'],미국,114분,12세 관람가,https://movie-phinf.pstatic.net/20210819_272/1629352058091sQ4Gk_JPEG/movie_image.jpg?type=m203_290_2,올리버 색스, 빌 헤이스, 케이트 에드거,2021,08,26,"2015년 1월, 시한부 판정을 받고 올리버 색스는 “나의 생애”란 에세이를 뉴욕 타임즈에 기고하고, 삶의 마지막 순간을 담은 다큐멘터리를 제작하게 된다. 의학계의 시인, “아내를 모자로 착각한 남자”를 비롯한 베스트셀러 작가, 인간의 뇌라는 경이로운 우주의 탐험가 등 수많은 수식어들 사이에서 ‘이 아름다운 행성에 태어나 지각 있는 존재로 살아간 것에 대한 기쁨과 감사함’으로 삶의 마지막 순간까지도 눈물이 아닌 따스함을 남기는 올리버 색스의 경이로운 삶의 여정이 펼쳐진다."
727,루팡 3세: 더 퍼스트,관람객 평점 없음,['애니메이션'],일본,92분,전체 관람가,https://movie-phinf.pstatic.net/20200521_160/1590039921269Nsa94_JPEG/movie_image.jpg?type=m203_290_2,쿠리타 칸이치, 히로세 스즈, 후지와라 타츠야,2020,05,21,"세상의 운명을 바꿀 비밀이 담겨 있는 브레송 다이어리.어느 날, 다이어리가 전시된 브레송 회고전에 ‘루팡 3세’의 예고장이 날아들고, 다이어리를 노리는 비밀 조직 역시 고고학도 ‘레티시아’를 이용해 이를 가로채려고 하는데…과연, ‘루팡 3세’는 브레송 다이어리를 손에 넣고 그 안에 숨겨진 비밀을 풀 수 있을까?"
728,더 스쿨,관람객 평점 없음,"['공포', '스릴러', '미스터리']",오스트레일리아,88분,15세 관람가,https://movie-phinf.pstatic.net/20191118_99/1574064785753zk43l_JPEG/movie_image.jpg?type=m203_290_2,메건 드러리, 니콜라스 호프,,2019,11,20,"[""의사인 '에이미'는 병원에서 아이들이 하나 둘씩 죽어가는 것을 경험한다., 같은 병원에 입원해 있는 에이미의 아들 '데이빗' 또한 2년째 혼수 상태., 에이미는 자신이 근무하고 있는 병원이 한때는 학교였고,당시 큰 화재 사건으로 많은 아이들이 죽었다는 사실을 알게 된다.에이미는 데이빗의 영혼이 같은 공간, 다른 차원에 존재하는'학교' 어딘가에 갇혀 있다는 사실을 알게 되는데...!, 숨소리도 감춰라!살아있는 학생은 들어올 수 없다!"
729,설화,관람객 평점 없음,['스릴러'],한국,88분,15세 관람가,https://movie-phinf.pstatic.net/20200326_109/1585209993323IRqfz_JPEG/movie_image.jpg?type=m203_290_2,민채은, 변준석, 김동범,2020,04,16,"엄마는 가출하고 아빠의 가정 폭력으로 집을 도망쳐 나오게 된 설화.설화의 윗집에 사는 병구는 갈 곳 없는 설화에게 문을 열어준다.병구를 위해 아르바이트를 하게 된 설화에게 많은 남자들이 나타나지만 설화는 모든 남자들을 무시한다.하지만 아빠와 우연히 마주친 날, 설화는 자신에게 작업 거는 재벌 아들 도진을 유혹한다.그리고 다음날 설화는 도진의 앞에 병구와 함께 나타나는데.."
730,마라가 큰 결정을 해야 해,관람객 평점 없음,"['코미디', '멜로/로맨스']",미국,90분,15세 관람가,https://movie-phinf.pstatic.net/20201222_260/1608623665629CaRtT_JPEG/movie_image.jpg?type=m203_290_2,사라 힐랜드, 타일러 제임스 윌리엄스,,2021,01,07,"포토그래퍼를 꿈꾸며 ', 오늘도 씩씩하게 옷 가게로 출근하는 마라.  ', 상대의 결점부터 찾아내던 오랜 연애 습관을 깨고 ', 세상에서 가장 달콤한 팬케이크를 만들어주는  ', 남자친구 제이크와 9개월째 연애 중이다.  ', ', 어느 날, 마라와 제이크 앞으로 ', 약속이나 한 듯 수십 개의 청첩장이 날아오고 ', 두 사람은 예정에 없던 '결혼식 방문의 해'를 맞이한다.  "", ', 하객으로 때로는 혼주로 ', 사랑을 약속한 사람들을 축복하는 동안 ', 마라는 제이크의 친구와 가족을 만나고  ', 문득 제이크가 그리는 미래가  ', 자신과 다르다는 것을 알게 되는데…"
731,대가리2-학교무림,관람객 평점 없음,['액션'],한국,84분,15세 관람가,https://movie-phinf.pstatic.net/20191120_21/157422940561499iUj_JPEG/movie_image.jpg?type=m203_290_2,서세명, 남승민, 정현옥,2019,11,28,"한철의 자퇴와 함께 학교는 평화가 찾아온다. 싸움실력이 향상된 민수가 친구들에게 뻥을 친다, 학교 안에서 비밀스럽게 운영되는 파이트 클럽에서 맞은 학생들이 늘고 일를 알게 된 상길은 윤혁에게 파이트 클럽의 주동자가 누군지 추궁을 하고 이에 윤혁은 민수와 진만이라고 이야기한다. 누명을 쓰게된 진만과 민수는 파이트 클럽의 실체를 찾아 나서는데 이때 예전 자신을 버리고 떠난 연지가 새롭게 접근을 하고 거부하지만 결국 연지와 다시 좋은 관계를 유지한다, 그리고 닭발집에서 우연히 만난 가영을 통해 파이트 클럽의 모임에 잠입을 하게 되는데...!"
733,공포의 묘지: 망자의 저주,관람객 평점 없음,['공포'],영국,99분,15세 관람가,https://movie-phinf.pstatic.net/20191223_201/1577062301154RtC0g_JPEG/movie_image.jpg?type=m203_290_2,제시카 오툴, 데이비드 코터, 리타 시디퀴,2019,12,23,제프는 사람들을 모아 저승의 경계에 가서 죽은 사람을 다시 만나는 망자의식을 시도한다. 무사히 끝난 것 같던 의식. 하지만 그 날 이후 망자들이 나타나 이들의 목숨을 위협한다. 이제 깨어난 망자의 위험한 저주가 시작된다.
735,적인걸6 - 집요술사,관람객 평점 없음,"['액션', '드라마', '판타지']",중국,93분,15세 관람가,https://movie-phinf.pstatic.net/20200113_188/1578879016805SXaG1_JPEG/movie_image.jpg?type=m203_290_2,백우, 황용,,2020,01,23,"적인걸이 8살 되던 해, 마을에 나타난 요괴는', 그의 어머니를 눈 앞에서 산채로 잡아먹고', 이에 적인걸은 원수를 갚기 위해 요괴 잡는 집요사로 돌아온다.', 수사관이 된 적인걸은 집요사들이 전멸했다는 사실을 알게 되고,', 집요사 일행은 귀왕을 잡기 위해 황궁을 나서지만', 그 사이 요괴들의 공격을 받은 황제가 위험에 처하고 만다.', 황후는 황상의 혼백을 앗아 간 요괴를 추적하라는 명을 내리는데…', ', 마침내 요괴 귀왕과 맞닥뜨린 적인걸,', 집요사 vs 살인요괴의 치열한 두뇌게임이 시작된다!"
736,창은,관람객 평점 없음,['드라마'],한국,96분,15세 관람가,https://movie-phinf.pstatic.net/20200130_132/1580365434167zmhbc_JPEG/movie_image.jpg?type=m203_290_2,김창은, 김진순, 김우순,2020,02,01,"자타공인 구두쇠, 만두 영업을 하는 큰 형 ‘창순’, 여수 통합 싸움짱, 얼 짱 작은 형 ‘창규’, 아들만 셋인 집안의 막내로 태어나 형들의 과격(?)한 애정을 받아 상처도 많이 받고 맞기도 많이 맞은 우리의 ‘창은’ 철이 없는 건지, 운이 없는 건지, 인간 샌드백이 되어 버린, 지극히 평범한 가정집의 막내, ‘창은’, 화가 나도, 힘든 일이 있어도, 내색 한 번 못하는 전형적인 한국인, 착하 사람 콤플렉스 ‘창은’의 ‘창은’만 몰랐던 가슴 따뜻한 이야기."
738,봉신연의: 불의 검 외전,관람객 평점 없음,['판타지'],중국,70분,12세 관람가,https://movie-phinf.pstatic.net/20200129_23/1580264166401V8l1E_JPEG/movie_image.jpg?type=m203_290_2,진호민,,,2020,02,17,"신선 ‘강자아’는 신들의 규범을 어겨, ', 큰 부상을 입은 채 필멸의 인간 세계로 쫓겨난다. ', 위수강의 한 시골 마을에 떨어진 그가', ‘청란’의 도움을 받으며 가까스로 몸을 회복하는 한편,', 강을 지배하는 수중 요괴가 저주를 깨고 나타나', 마을 사람들을 공격하기 시작하는데…', ', 과연 ‘강자아’는 수중 요괴와 맞서 마을 사람들을 구할 수 있을까?"
739,나치 오버로드,관람객 평점 없음,"['액션', '모험', '공포']",미국,88분,15세 관람가,https://movie-phinf.pstatic.net/20200210_248/1581314128278MMqkb_JPEG/movie_image.jpg?type=m203_290_2,톰 시즈모어, 도미니크 스웨인,,2020,02,06,제 2차 세계대전 당시 노르망디 상륙작전에서 로저 대위가 이끄는 한 연합군 부대는 곧 다른 기지로 이동한다는 소식에 부대원들 모두 들떠있었다. 그러나 대령은 로저 대위를 불러 나치의 음모 하에 루마니아로 납치된 영국인 에리스 박사를 구출해오라는 특명을 내린다. 부대는 어떤 연구시설에 박사가 있다는 정보를 접하고 접근하는데 그곳은 나치가 사람을 대상으로 잔인하고 끔찍한 실험을 하는 곳이었다. 로저 대위의 부대는 많은 위험을 극복하고 결국 에리스 박사를 찾는 데 성공한다. 에리스 박사는 탈출을 안내한다며 부대원들을 은밀한 곳으로 데리고 가는데 그곳에서 끔찍한 국면을 맞게 되고 세계 인류의 생존을 위협할 살상무기가 탄생한다. 로저가 이끄는 연합군부대는 과연 나치의 만행과 전 세계에 위협의 될 무서운 살상무기 전염을 막을 수 있을 것인가...
